Word,1st Year,Nth Year, Avg Year,Frequency,Standard Dev.
,1983,2014,2003,283,10.755391449393276
holding,1982,2009,1990,43,4.617962905367348
champions,2014,2014,2014,1,0.0
jef,1993,1994,1993,11,0.5222329678670935
fuck,1995,2014,2007,119,7.160817755282546
finisher,2011,2011,2011,21,0.0
florida,2012,2012,2012,8,0.0
gasoline,1989,1989,1989,14,0.0
told,1983,2014,2000,75,11.169601604354561
answer,1990,2000,1995,86,3.661553870173979
dawg,2014,2014,2014,10,0.0
flaunt,2004,2005,2004,38,0.8885233166386386
meet,1982,1994,1983,26,3.787631693572363
spliff,1995,1995,1995,11,0.0
toll,2009,2009,2009,16,0.0
3,1984,2014,2000,109,8.466880972028331
2,1992,2014,2003,177,7.0060506537358025
1,1984,2014,2001,161,6.5909782118301585
0,2014,2014,2014,10,0.0
dawn,2006,2006,2006,18,0.0
7,1992,2000,1994,29,3.0114723171965867
6,1986,2014,2003,70,9.215669884960693
5,1989,2012,2000,122,7.049008766497878
4,1986,2014,2001,108,6.735753140545635
somebody,1994,2012,2003,123,4.990234365677653
9,1989,2014,2000,27,11.864981153705124
8,1992,2000,1994,29,3.0114723171965867
steady,2011,2011,2011,21,0.0
mugs,2000,2000,2000,29,0.0
rev,2006,2006,2006,18,0.0
horny,1999,2012,2006,42,4.386125310350268
truck,2012,2012,2012,8,0.0
micchecka,1993,1994,1993,11,0.5222329678670935
sweetheart,2007,2007,2007,3,0.0
times,1988,2011,2001,106,8.525212330670648
grew,2002,2003,2002,17,0.9074852129730301
grey,2007,2007,2007,17,0.0
whack,1993,1994,1993,11,0.5222329678670935
oversized,2012,2012,2012,14,0.0
fruity,2010,2010,2010,9,0.0
hangin,2000,2000,2000,29,0.0
f,1991,2011,2003,41,9.052691285589889
g,2012,2012,2012,8,0.0
heck,1993,1994,1993,11,0.5222329678670935
tone,1984,1984,1984,5,0.0
myrtle,2014,2014,2014,1,0.0
eightfoot,2011,2011,2011,21,0.0
b,2002,2003,2002,28,0.823754471047914
confused,2009,2013,2012,17,1.1881770515720091
a,1980,2014,1998,862,9.516928378109206
fruits,2011,2011,2011,21,0.0
erupt,2006,2006,2006,18,0.0
n,1982,1996,1987,23,6.849309708157521
consultant,2011,2011,2011,21,0.0
suffer,1996,1996,1996,9,0.0
o,2003,2012,2009,22,3.7233904393222534
nothings,2009,2009,2009,16,0.0
l,1991,1991,1991,14,0.0
cutting,2009,2009,2009,1,0.0
k,1991,1991,1991,14,0.0
taking,1994,1998,1994,46,1.4218787326754636
h,2014,2014,2014,1,0.0
beginner,1991,1992,1991,18,0.816496580927726
i,1980,2014,1998,968,9.44869792944951
labor,2011,2011,2011,21,0.0
licensing,1991,1991,1991,18,0.0
t,1995,1995,1995,11,0.0
red,1984,1984,1984,5,0.0
days,1980,2014,2000,125,11.127263814613187
yawning,2011,2012,2011,16,0.5590169943749475
peoples,2014,2014,2014,10,0.0
q,2014,2014,2014,18,0.0
smiley,2013,2014,2013,22,0.674199862463242
legend,1993,1994,1993,11,0.5222329678670935
p,2014,2014,2014,10,0.0
50s,1995,1995,1995,11,0.0
advice,1983,1983,1983,15,0.0
zone,2012,2012,2012,8,0.0
x,1984,1984,1984,5,0.0
loveyoure,1989,1989,1989,11,0.0
drop,1993,2005,2000,69,4.960715235948735
took,1980,2014,1994,75,11.7285975291166
enticin,2006,2006,2006,18,0.0
pretended,2011,2012,2011,16,0.5590169943749475
basic,1991,1991,1991,14,0.0
priority,1989,1989,1989,11,0.0
jam,2012,2014,2013,30,0.7745966692414834
guilt,1985,1985,1985,10,0.0
automatic,2004,2005,2004,38,0.8885233166386386
belongs,1997,1998,1997,20,0.5477225575051661
barbed,1984,1985,1984,8,0.3535533905932738
resist,1985,1985,1985,8,0.0
double,1993,2011,1999,41,6.178246653162779
much,1983,2014,1994,109,7.305270185083111
jaw,2011,2011,2011,21,0.0
country,2000,2000,2000,29,0.0
trues,1995,1995,1995,11,0.0
speech,2011,2011,2011,21,0.0
involved,2014,2014,2014,10,0.0
heartbeat,1989,1989,1989,14,0.0
toot,1982,2014,2010,20,9.633275663033837
shizzle,2004,2005,2004,38,0.8885233166386386
raw,2000,2000,2000,29,0.0
grab,2004,2009,2005,55,1.747725795010606
horse,2007,2007,2007,3,0.0
rap,2003,2003,2003,22,0.0
disturb,2011,2011,2011,21,0.0
business,2000,2000,2000,29,0.0
hillside,2000,2000,2000,29,0.0
lanolin,2009,2009,2009,1,0.0
ouisiana,2000,2000,2000,29,0.0
burgers,2003,2003,2003,22,0.0
dumdum,1982,1982,1982,14,0.0
hella,2012,2012,2012,8,0.0
smilin,1987,1987,1987,1,0.0
shadows,1989,1989,1989,11,0.0
hello,2004,2007,2004,41,1.1790860453923726
ding,2005,2005,2005,14,0.0
which,2004,2014,2005,39,1.5106459817082498
charisma,2011,2011,2011,21,0.0
ran,2012,2012,2012,10,0.0
female,2014,2014,2014,1,0.0
peace,1992,2011,2001,42,9.12218645469855
567,1988,1988,1988,14,0.0
springtime,1997,1998,1997,20,0.5477225575051661
jobs,2014,2014,2014,1,0.0
riddle,1987,1987,1987,14,0.0
freak,1984,2012,2000,23,11.061095157666646
souvenir,2014,2014,2014,1,0.0
rock,1982,2014,1993,114,9.064583093924766
writin,1983,1983,1983,13,0.0
truht,1987,1988,1987,5,0.8944271909999159
willin,1995,1995,1995,18,0.0
help,1982,2014,2003,39,13.280986988345987
bones,1988,1988,1988,12,0.0
someday,1994,1998,1996,8,2.0
support,2003,2014,2003,23,2.2936585546278225
tock,2008,2008,2008,16,0.0
ron,1993,1994,1993,11,0.5222329678670935
searching,1986,2004,1999,13,7.211102550927978
menu,1993,1994,1993,11,0.5222329678670935
lifes,1997,2007,1998,23,3.342740349395726
health,2003,2003,2003,6,0.0
henn,2000,2000,2000,29,0.0
scent,1997,1998,1997,20,0.5477225575051661
rob,1995,1995,1995,11,0.0
passageway,2009,2009,2009,1,0.0
armys,1992,1993,1992,21,0.9258200997725514
roc,2014,2014,2014,1,0.0
scene,2012,2013,2012,16,0.9682458365518543
western,2007,2007,2007,17,0.0
todd,2000,2000,2000,29,0.0
upon,1987,2000,1999,30,2.401388487243717
roam,1988,1988,1988,12,0.0
joy,1989,2014,1991,12,6.910137480542627
thought,1984,2014,2000,141,8.49614013320876
road,2008,2012,2009,46,1.7569736827110218
space,1986,2014,2002,64,9.401628848236884
brandy,2000,2000,2000,29,0.0
countin,1984,2010,2003,22,10.677078252031311
boys,1987,2014,2001,132,6.98212002188447
rather,1989,1996,1991,25,3.3645207682521443
athlete,2013,2014,2013,22,0.674199862463242
keeling,1996,1996,1996,9,0.0
hell,1987,2014,1993,32,6.502403401819977
heyhey,1991,1992,1991,18,0.816496580927726
toes,2007,2007,2007,17,0.0
freds,1994,1994,1994,3,0.0
marijuana,2014,2014,2014,18,0.0
worried,1985,1985,1985,8,0.0
dish,1994,1995,1994,41,0.563092506371473
truly,1997,1997,1997,7,0.0
mustnt,1984,1984,1984,6,0.0
every,1980,2014,1997,175,10.355674772799693
eight,1985,2012,1999,35,10.08959860450355
enigma,2011,2011,2011,21,0.0
focused,2002,2014,2006,32,5.306246319197781
summertime,2014,2014,2014,1,0.0
younger,2003,2003,2003,6,0.0
trump,2000,2000,2000,29,0.0
joint,2013,2014,2013,22,0.674199862463242
painted,2000,2000,2000,29,0.0
clothes,1987,1996,1990,36,3.484090826727812
hers,2012,2012,2012,8,0.0
here,1984,2014,1998,360,8.095094536542211
finger,1996,2009,1997,10,3.9115214431215892
chevy,1993,1994,1993,11,0.5222329678670935
trunk,1993,1994,1993,11,0.5222329678670935
superman,2012,2012,2012,14,0.0
chest,1991,2005,2000,56,6.170204905141204
thirteenth,2000,2000,2000,29,0.0
grip,2014,2014,2014,18,0.0
cutoff,2002,2003,2002,17,0.9074852129730301
while,1992,2011,2000,97,6.431238196666956
super,2011,2012,2011,15,0.9660917830792959
sight,1994,2009,1998,37,2.3880332289779185
develop,2006,2006,2006,18,0.0
trippin,2000,2012,2004,77,4.912216417246916
drug,1986,1986,1986,9,0.0
timbs,2002,2003,2002,22,0.7687061147858074
burberry,2002,2003,2002,22,0.7687061147858074
youohhh,1998,1999,1998,20,0.9486832980505138
ozzys,2012,2012,2012,8,0.0
indian,1999,2000,1999,8,0.6123724356957945
offer,1995,1995,1995,11,0.0
paradise,1986,1986,1986,9,0.0
tears,1990,2014,1993,41,5.355644389732042
rim,1993,1994,1993,11,0.5222329678670935
looked,2014,2014,2014,1,0.0
fought,1989,1989,1989,14,0.0
naked,2009,2012,2011,17,0.7276068751089989
havent,2014,2014,2014,10,0.0
understand,1987,2011,1999,79,9.226406791296437
arent,2012,2012,2012,10,0.0
flow,1991,2011,2004,44,9.193624272980014
its,1980,2014,1999,707,9.136091910054729
coaxing,1988,1988,1988,14,0.0
production,2004,2005,2004,38,0.8885233166386386
lick,2009,2009,2009,1,0.0
although,1980,1981,1980,21,0.7559289460184544
trillionaire,1986,1986,1986,9,0.0
shelter,1987,1987,1987,14,0.0
drink,2000,2014,2005,87,5.777483045827792
pies,1994,1994,1994,8,0.0
signs,1999,2000,1999,8,0.6123724356957945
nowhere,1982,2007,1992,49,8.696703574413956
laugh,2007,2011,2010,24,1.4142135623730951
under,1984,2014,2006,78,8.85712808695448
soul,1987,2010,1998,138,6.498606316585966
goodbye,1991,2009,1993,7,6.324555320336759
gorilla,1993,1994,1993,11,0.5222329678670935
calls,1985,2012,2002,24,12.421419671948398
loaded,1984,1984,1984,5,0.0
thirty,2000,2014,2005,51,6.719885619941611
itd,2014,2014,2014,10,0.0
favor,2014,2014,2014,10,0.0
posin,1987,1987,1987,1,0.0
dreaming,1985,2013,2003,42,9.989279968331767
press,1991,1996,1993,27,2.0816659994661326
rug,1999,2000,1999,8,0.6123724356957945
sort,1995,1995,1995,11,0.0
diabolical,2009,2009,2009,1,0.0
lies,1997,2012,2005,27,7.0710678118654755
thugs,1995,1995,1995,11,0.0
hasnt,1983,1983,1983,13,0.0
whats,1986,2014,1999,119,10.567907658042227
run,1994,2014,2001,137,7.6573517939526825
rum,1995,1995,1995,11,0.0
life,1980,2014,1996,258,9.287818144832125
truth,1983,2011,1993,84,11.064744526132152
worked,1989,1989,1989,14,0.0
pick,1987,2010,2008,34,3.7534298040748872
ounces,1995,1995,1995,11,0.0
trust,2002,2003,2002,44,0.8918825850158447
dissin,2014,2014,2014,10,0.0
works,2014,2014,2014,10,0.0
remain,1988,1992,1990,30,1.8439088914585775
ive,1986,2014,2000,192,9.395533069851155
world,1983,2014,1997,165,9.776595428973124
become,1997,1998,1997,24,0.408248290463863
stunts,2003,2003,2003,22,0.0
staubach,2002,2003,2002,17,0.9074852129730301
must,1982,2008,2000,121,6.607658967046755
friends,1982,2012,1997,133,9.987962679958342
pouring,1999,1999,1999,6,0.0
care,1982,2014,1995,112,9.748168326115717
stretchin,1995,1995,1995,11,0.0
freaky,1999,2000,1999,8,0.6123724356957945
spare,1997,1997,1997,7,0.0
cart,2007,2007,2007,3,0.0
ohno,1982,1982,1982,14,0.0
cash,1995,2014,2008,59,6.804783960256396
case,1996,1996,1996,9,0.0
teacher,1983,1987,1984,24,2.160246899469287
early,1980,1995,1984,53,5.489269119992033
song,1992,2014,2001,38,9.275037239249968
walking,1991,2011,1995,8,8.276472678623424
upup,2009,2009,2009,1,0.0
liar,1993,2009,2002,27,7.755523718495621
fightin,1999,2000,1999,8,0.6123724356957945
cats,2000,2000,2000,29,0.0
heartbreaks,2012,2013,2012,16,0.9682458365518543
workin,2002,2003,2002,22,0.7687061147858074
drill,2014,2014,2014,10,0.0
mercy,1982,1982,1982,10,0.0
dissed,1991,1992,1991,18,0.816496580927726
plague,1992,1993,1992,21,0.9258200997725514
strength,1990,1995,1992,34,2.578189058918956
counter,2009,2009,2009,1,0.0
soon,1996,2012,2006,68,5.611175823091544
sever,1996,1996,1996,20,0.0
charge,1991,1992,1991,18,0.816496580927726
lacks,2002,2003,2002,22,0.7687061147858074
sad,2009,2009,2009,13,0.0
cane,2000,2000,2000,29,0.0
everything,1985,2014,2000,105,9.778986216810587
lyin,1999,2000,1999,8,0.6123724356957945
feels,1995,2013,2004,80,7.077252291673655
pinky,1996,2014,2008,27,8.48528137423857
sam,2010,2011,2010,22,0.9770084209183945
amazes,1996,1996,1996,9,0.0
pins,2009,2009,2009,1,0.0
pint,2009,2009,2009,1,0.0
stock,1987,1987,1987,14,0.0
solo,2011,2011,2011,1,0.0
drive,1999,2014,2003,53,5.364101500313018
performing,2011,2012,2011,16,0.5590169943749475
shotgun,2012,2012,2012,8,0.0
pink,2000,2000,2000,29,0.0
yourself,1993,2014,2003,64,7.167635593415725
working,1995,1995,1995,11,0.0
sole,1999,2000,1999,8,0.6123724356957945
thousands,1985,1985,1985,10,0.0
like,1980,2014,1999,734,10.246751329398968
tose,1985,1985,1985,10,0.0
pimp,2000,2000,2000,29,0.0
san,2003,2003,2003,6,0.0
happened,1985,2003,1997,32,8.351646544245034
lunatics,2000,2000,2000,29,0.0
sat,2012,2012,2012,10,0.0
cant,1980,2014,1999,449,10.501882321469168
grown,1980,1981,1980,21,0.7559289460184544
say,1982,2014,1999,371,9.321163931346794
saw,1985,2010,1993,107,5.672527663525137
toss,1995,1995,1995,11,0.0
years,1983,2004,1992,57,9.068936764311886
crackin,1993,1994,1993,11,0.5222329678670935
dance,1982,2014,2006,64,6.6930467651137775
some,1983,2014,1999,264,10.494226406876683
outside,1990,2011,2000,54,8.913161304747291
ringin,2005,2005,2005,14,0.0
grows,1995,1995,1995,18,0.0
line,1987,2008,2001,47,9.385366608874621
pill,2009,2009,2009,1,0.0
ridin,2014,2014,2014,1,0.0
words,1987,2014,1998,107,7.747776286340331
flip,1993,2006,2000,35,5.742075284374855
jerk,1987,1987,1987,11,0.0
smellin,2014,2014,2014,10,0.0
corner,1983,2009,1995,64,6.691879407162086
drag,1987,1987,1987,11,0.0
inundated,2010,2010,2010,9,0.0
lima,2011,2011,2011,21,0.0
remind,1991,2012,2000,34,9.859304354412698
broken,2009,2011,2010,37,1.0
ohhh,1998,1999,1998,20,0.9486832980505138
cornea,2009,2009,2009,1,0.0
jumped,2011,2014,2011,22,0.6396021490668313
brother,1995,1996,1995,20,0.6708203932499369
tour,1985,1985,1985,10,0.0
horror,2009,2009,2009,1,0.0
searchin,2014,2014,2014,10,0.0
purse,1994,1994,1994,8,0.0
restrictions,1991,1991,1991,18,0.0
heat,1989,1998,1993,36,4.136557881996952
hear,1982,2014,1994,133,9.564973695965467
funk,1993,1994,1993,11,0.5222329678670935
mamis,2002,2003,2002,22,0.7687061147858074
head,1985,2014,2007,126,7.894140885331368
sure,1985,2012,1998,70,9.399088101664818
rollers,1996,1996,1996,9,0.0
tuxes,2003,2003,2003,6,0.0
cake,2003,2014,2007,40,5.554277630799526
nasty,1994,2014,2007,26,9.26947015330849
hemen,2011,2011,2011,21,0.0
wants,1985,2009,1989,29,6.108219448217803
signals,1984,1984,1984,5,0.0
hearing,2004,2005,2004,38,0.8885233166386386
soften,2014,2014,2014,10,0.0
voices,2005,2005,2005,14,0.0
fingers,1987,1989,1988,28,1.0
town,1989,2014,1995,69,4.857386426726901
mothafuckin,2014,2014,2014,10,0.0
call,1985,2014,2002,190,9.11389915978539
krayzie,1995,1995,1995,11,0.0
breaks,2009,2009,2009,16,0.0
paper,2000,2011,2004,50,5.4644304369257
repsup,2014,2014,2014,10,0.0
temporary,2003,2004,2003,10,0.31622776601683794
pipe,1999,2000,1999,8,0.6123724356957945
another,1980,2014,1995,119,11.189731186834358
rider,2002,2003,2002,22,0.7687061147858074
rides,2002,2003,2002,22,0.7687061147858074
equality,2014,2014,2014,1,0.0
full,2002,2012,2008,52,4.092676385936225
dramatic,1985,1985,1985,10,0.0
glass,2009,2012,2010,45,1.2382783747337807
making,1980,2014,1997,78,12.463793718052054
check,1993,2014,2001,82,7.592518782552641
payin,2014,2014,2014,10,0.0
desperately,1997,1997,1997,7,0.0
chains,2011,2012,2011,16,0.5590169943749475
jeans,2002,2003,2002,39,0.9607689228305228
century,2003,2003,2003,22,0.0
chech,1993,1994,1993,11,0.5222329678670935
came,1984,2012,1999,130,9.267810296521379
fools,1984,1992,1990,23,3.1896571984271698
teach,1983,2014,1996,88,7.081506003155492
veins,1989,1989,1989,14,0.0
jumpin,1995,1999,1997,24,2.0
noise,1987,2014,2003,29,13.122762535065707
richer,2014,2014,2014,10,0.0
group,2014,2014,2014,1,0.0
searched,1987,2010,1988,17,5.401524839175998
average,1985,1985,1985,10,0.0
blessed,1995,1995,1995,11,0.0
cozy,2007,2007,2007,3,0.0
jimmy,1983,1983,1983,13,0.0
freedom,1991,1991,1991,14,0.0
kim,2009,2009,2009,1,0.0
predicate,2011,2011,2011,21,0.0
visit,2011,2011,2011,21,0.0
wait,1982,2012,1993,56,11.742018565817379
kid,1993,2004,2001,119,2.9817371283399563
spendin,2000,2000,2000,29,0.0
she,1983,2014,1999,212,10.407725722605354
began,2014,2014,2014,1,0.0
something,1985,2011,1995,111,7.82465495886082
black,1989,2011,2000,82,7.806345136505553
pussy,1999,2014,2009,26,6.773818375526124
asked,2003,2014,2008,44,5.244044240850758
moving,1983,2004,1994,33,10.466396445073851
death,1992,2012,2005,72,8.379041313499613
suntanned,2012,2012,2012,14,0.0
explain,1985,1985,1985,8,0.0
pillow,1994,1994,1994,8,0.0
reminiscing,1997,1998,1997,20,0.5477225575051661
funky,1993,2005,2002,49,4.827641499633086
ocean,1997,1998,1997,20,0.5477225575051661
funks,1991,1992,1991,18,0.816496580927726
smoking,1987,1996,1991,20,4.4777226354476225
acted,1982,1982,1982,14,0.0
twentyfive,1983,1983,1983,13,0.0
france,1989,1989,1989,11,0.0
fishtailin,2012,2012,2012,8,0.0
everybodys,1996,1996,1996,9,0.0
skirt,2013,2014,2013,22,0.674199862463242
girlfriend,2002,2003,2002,22,0.7687061147858074
shy,1984,1988,1986,20,2.0
nothins,1988,1988,1988,12,0.0
talked,1984,2011,2005,27,11.224972160321824
history,1983,2010,1994,25,12.453112060846477
sit,1982,2009,1988,35,6.3358391032961965
sir,1986,1986,1986,9,0.0
forever,1986,2003,1993,66,5.194694262884822
deeper,2000,2000,2000,29,0.0
endeavor,1997,1998,1997,24,0.408248290463863
sin,1994,2010,1999,80,6.168468205316454
nothing,1984,2014,2002,201,8.426740191127065
hannah,2009,2009,2009,1,0.0
returned,2012,2012,2012,14,0.0
bound,1997,1998,1997,20,0.5477225575051661
body,1987,2012,2002,81,7.807878262560384
broads,2012,2012,2012,8,0.0
rocked,1983,1983,1983,13,0.0
enough,1985,2014,2001,165,8.420393714252933
reaching,2007,2007,2007,3,0.0
cupid,2011,2011,2011,1,0.0
430,2011,2012,2011,16,0.5590169943749475
everybody,1985,2010,2002,103,7.483314773547883
light,1989,2012,2000,91,6.46206172658864
challengers,2014,2014,2014,1,0.0
key,1992,2009,1999,40,6.665208173793223
peanuts,2011,2011,2011,21,0.0
better,1984,2014,1998,203,7.409553146615004
against,1986,2012,2006,13,10.954451150103322
molecules,2009,2009,2009,1,0.0
deprived,2003,2004,2003,10,0.31622776601683794
lightweight,1995,1995,1995,11,0.0
walk,1982,2007,1996,75,10.577964517492642
wall,1987,2012,2005,82,9.265724933138548
sex,1993,2003,1999,33,4.444949466256704
knievel,2002,2003,2002,17,0.9074852129730301
saying,1997,1998,1997,31,0.3592106040535498
daddy,1999,2014,2001,9,4.618802153517006
set,1984,2014,2001,53,8.372236237866291
congratulations,2014,2014,2014,1,0.0
hairdo,2002,2003,2002,17,0.9074852129730301
flying,1998,1998,1998,5,0.0
wake,1985,2014,1997,48,11.189652958574422
touched,1984,1984,1984,6,0.0
sixshot,1989,1989,1989,14,0.0
slaughter,2009,2009,2009,1,0.0
funny,1984,1994,1988,9,4.988876515698588
sea,1992,2004,1998,39,5.56085217597779
seams,2014,2014,2014,10,0.0
shaved,2002,2003,2002,17,0.9074852129730301
see,1980,2014,2000,457,9.572252020958038
pacman,2002,2003,2002,17,0.9074852129730301
laying,1985,2009,1992,15,8.06225774829855
illusions,2009,2009,2009,1,0.0
talkin,1987,2014,2005,69,6.4493567817690725
prettiest,1998,1998,1998,5,0.0
they,1983,2014,1999,470,9.062431217640667
parking,2012,2012,2012,8,0.0
fell,1985,2012,2002,39,9.774377808252632
snatches,1995,1995,1995,11,0.0
concern,2012,2012,2012,8,0.0
nine,2012,2012,2012,8,0.0
score,2014,2014,2014,1,0.0
betrayed,1984,1985,1984,8,0.3535533905932738
eternally,2010,2010,2010,9,0.0
rockin,1983,2014,2004,100,9.017205775626948
sexy,1983,1987,1983,20,1.0488088481701516
steph,2014,2014,2014,10,0.0
anybody,1994,1994,1994,4,0.0
cradle,1993,1994,1993,11,0.5222329678670935
nina,2014,2014,2014,1,0.0
skinned,2012,2012,2012,8,0.0
educated,1992,1993,1992,21,0.9258200997725514
sexes,2014,2014,2014,1,0.0
worth,1985,2014,2003,36,11.815714583177401
chef,2014,2014,2014,10,0.0
shades,2002,2014,2007,61,4.713079116044877
lesson,2014,2014,2014,10,0.0
eyein,1999,2000,1999,8,0.6123724356957945
babababy,1985,1985,1985,8,0.0
tatted,2013,2014,2013,22,0.674199862463242
son,1991,2011,2002,40,9.586448768965493
steps,1982,2007,2004,19,7.681145747868608
them,1982,2014,2002,202,9.729764479764306
then,1985,2014,2005,149,8.858318049027034
ballers,2012,2012,2012,8,0.0
subject,2011,2011,2011,21,0.0
plenty,1995,1995,1995,11,0.0
pictures,2014,2014,2014,10,0.0
mantle,2009,2009,2009,1,0.0
hammer,1991,2014,2002,69,8.456195739031328
looking,1983,2014,1998,98,11.307844486849627
jinglin,2005,2005,2005,14,0.0
urinals,2011,2011,2011,21,0.0
jacket,1994,1994,1994,8,0.0
hotter,2011,2011,2011,21,0.0
texting,2011,2012,2011,16,0.5590169943749475
bombs,1993,1994,1993,11,0.5222329678670935
larger,1986,1986,1986,9,0.0
beings,2014,2014,2014,1,0.0
vietnam,1985,1985,1985,10,0.0
runnin,1995,2011,2004,40,7.2336021455427035
kindly,2011,2012,2011,16,0.5590169943749475
15th,1995,1995,1995,11,0.0
bustas,2000,2000,2000,29,0.0
within,1985,2004,1996,37,7.989858436658176
riviera,1989,1990,1989,16,0.3535533905932738
cause,1982,2014,2001,440,8.180770134895614
second,1995,1996,1995,31,0.8032193289024988
study,1983,1985,1983,25,1.2649110640673518
middle,1987,2011,1998,85,9.142016768100751
taylors,2013,2014,2013,22,0.674199862463242
looks,1987,1996,1992,33,4.033946860424326
sky,1984,2014,2004,66,9.947589931965705
wings,1980,1981,1980,21,0.7559289460184544
someone,1986,2010,1996,106,8.044100146679634
sets,1994,1994,1994,4,0.0
shaqtack,1993,1994,1993,11,0.5222329678670935
november,1995,1995,1995,11,0.0
such,1985,2012,1994,34,10.63014581273465
doubt,1985,1998,1994,32,5.2796780204857185
pieces,1991,2009,1993,7,6.324555320336759
mother,2011,2011,2011,21,0.0
stuff,2002,2005,2004,55,1.009049958219026
melodic,2004,2005,2004,38,0.8885233166386386
bridge,1984,1984,1984,5,0.0
this,1983,2014,2000,524,9.38347581233152
askin,2003,2014,2006,32,5.11737237261468
release,1997,1998,1997,20,0.5477225575051661
actin,1987,2000,1999,30,2.401388487243717
thoroughest,2002,2003,2002,22,0.7687061147858074
busted,1987,1987,1987,11,0.0
cheese,1993,1994,1993,11,0.5222329678670935
affect,1985,1985,1985,10,0.0
suffered,1985,1985,1985,10,0.0
smaller,2014,2014,2014,1,0.0
real,1983,2014,1998,179,9.232563212006033
wack,1993,1994,1993,11,0.5222329678670935
shanice,1987,1987,1987,1,0.0
read,1984,1996,1991,15,5.882176467941097
mornin,1988,1995,1991,23,3.5139473654220437
treated,2003,2003,2003,22,0.0
colder,2007,2007,2007,17,0.0
loneliness,1988,1999,1996,64,4.077376607575022
taught,2014,2014,2014,1,0.0
away,1980,2014,1993,241,9.366001905895857
klf,1991,1991,1991,14,0.0
felt,1987,2012,1999,52,8.975393713241347
cheesy,2002,2003,2002,17,0.9074852129730301
buster,2000,2000,2000,29,0.0
eating,1996,1998,1996,14,1.1952286093343936
wrong,1985,2014,2001,74,9.68769071303122
worry,1985,2012,2002,46,8.987914591030123
thatll,1989,1994,1991,22,2.1637509518930735
passed,2014,2014,2014,10,0.0
fight,1985,2009,1994,108,6.9562122515697355
stickers,2002,2003,2002,17,0.9074852129730301
wrote,2003,2014,2006,32,5.11737237261468
received,1985,1985,1985,10,0.0
33,2004,2004,2004,18,0.0
sheading,1996,1996,1996,9,0.0
turning,1991,1999,1995,12,4.0
showed,1989,1989,1989,11,0.0
danced,2012,2012,2012,14,0.0
staring,1986,1986,1986,3,0.0
40,1995,2014,2004,21,9.489342392790928
snow,1997,1998,1997,20,0.5477225575051661
receives,2014,2014,2014,1,0.0
stamps,1995,1995,1995,11,0.0
happen,1989,1989,1989,14,0.0
brain,2009,2012,2011,9,1.1547005383792515
piece,2007,2011,2009,37,1.6107745325136584
turn,1991,2014,2007,141,6.9949323094783695
billionaire,1986,1986,1986,9,0.0
22,2004,2013,2008,34,4.468846409902014
turf,2000,2014,2003,39,6.141494013507521
23,2013,2014,2013,22,0.674199862463242
ology,1991,1991,1991,14,0.0
24,2010,2010,2010,9,0.0
25,1985,1986,1985,13,0.4803844614152614
26,1985,2000,1996,39,6.551570569190026
favorite,1994,1995,1994,41,0.563092506371473
compassion,1992,1993,1992,21,0.9258200997725514
27,2014,2014,2014,10,0.0
kinky,1996,1996,1996,9,0.0
afraid,1987,2010,1988,31,4.0
dropped,2012,2012,2012,10,0.0
refs,2014,2014,2014,10,0.0
crime,1989,1995,1991,25,3.046309242345563
32,1998,1998,1998,5,0.0
twelve,1985,2014,2002,41,12.203558057726143
ways,1985,2012,2000,60,9.132360045464699
born,1996,2000,1999,38,1.7013926184468013
hotdogs,1996,1996,1996,9,0.0
rhyme,1993,1994,1993,11,0.5222329678670935
19,1985,2014,1987,11,8.361165642964556
bore,1991,1992,1991,18,0.816496580927726
18,1989,1989,1989,14,0.0
15,1999,2004,2002,24,2.29128784747792
loopy,1996,1996,1996,9,0.0
11,2013,2014,2013,22,0.674199862463242
12,1992,1995,1993,62,1.157026221578126
21,2003,2009,2005,38,3.008759142727674
20,2004,2004,2004,18,0.0
figure,1998,2003,2001,42,2.0586634591635513
grub,1995,1995,1995,11,0.0
whenever,1984,1984,1984,5,0.0
crisis,2004,2004,2004,18,0.0
dunks,1993,1994,1993,11,0.5222329678670935
boss,1999,2000,1999,35,0.9102589898327995
03,2002,2003,2002,22,0.7687061147858074
oughta,2009,2009,2009,1,0.0
10,1995,2007,2001,32,4.562071897723665
succumb,1985,1985,1985,10,0.0
falls,1997,1998,1997,20,0.5477225575051661
quake,1991,1992,1991,18,0.816496580927726
actions,2011,2014,2011,31,1.7038855027411945
fear,1992,2006,1998,39,6.621642835894567
scold,1996,1996,1996,9,0.0
gettin,1982,2014,2002,171,9.415987399813696
both,1980,2012,1999,100,10.656453443805777
puttin,2014,2014,2014,10,0.0
ricky,1989,1989,1989,14,0.0
loose,1999,2000,1999,8,0.6123724356957945
ratchet,2011,2014,2012,39,1.5442199922988256
perved,2000,2000,2000,29,0.0
after,1985,2012,1997,48,9.247747473484196
lativia,2014,2014,2014,1,0.0
habla,2006,2006,2006,18,0.0
ripping,1993,1994,1993,11,0.5222329678670935
tapes,2002,2003,2002,17,0.9074852129730301
dancin,1987,2012,2009,9,7.859884081701064
67,1993,2004,1999,29,5.294759933993296
hitting,2011,2012,2011,16,0.5590169943749475
household,2000,2000,2000,29,0.0
rearranging,1983,1983,1983,15,0.0
relation,2011,2011,2011,21,0.0
white,1996,2012,2007,53,5.830951894845301
bout,1991,2014,2006,135,7.1237734486821065
