@relation allSongsAllFieldsRankClass

@attribute NUM_WORDS real
@attribute NUM_UNIQUE_WORDS real
@attribute MAX_WORD_LENGTH real
@attribute AVG_WORD_LENGTH real
@attribute SONG_RANK_CLASS {1-10, 11-20, 21-30, 31-40, 41-50}

@data
154,57,9,4,1-10
194,54,9,3,41-50
342,129,9,3,31-40
350,141,11,3,21-30
319,107,16,4,21-30
391,99,10,3,11-20
249,90,10,4,1-10
326,149,12,3,21-30
136,95,9,4,1-10
226,61,9,3,31-40
249,100,10,4,1-10
95,68,80,4,21-30
264,73,11,4,1-10
250,97,12,3,21-30
681,285,14,3,21-30
398,161,10,4,41-50
251,97,10,3,21-30
224,98,10,3,21-30
596,241,13,4,1-10
393,152,16,3,1-10
462,151,16,3,1-10
187,91,12,4,31-40
152,74,10,4,41-50
382,135,10,3,21-30
124,66,9,4,31-40
204,107,12,4,31-40
243,74,9,4,21-30
189,108,9,3,21-30
227,93,10,4,31-40
251,67,10,4,31-40
330,108,10,3,21-30
305,109,12,4,1-10
214,71,9,3,41-50
302,96,8,3,1-10
369,89,8,3,1-10
224,96,10,3,1-10
670,254,10,3,31-40
321,127,11,4,11-20
752,268,12,3,1-10
280,97,14,4,21-30
470,189,12,4,31-40
198,74,8,3,1-10
742,274,12,3,21-30
742,274,12,3,11-20
232,116,10,3,41-50
263,81,10,3,11-20
498,242,13,3,21-30
153,85,10,3,31-40
850,329,16,3,21-30
341,112,10,3,41-50
515,244,9,3,31-40
312,113,10,3,31-40
469,147,9,3,1-10
233,76,10,4,21-30
694,160,9,3,21-30
698,130,10,3,11-20
201,73,22,4,1-10
201,76,10,3,1-10
234,120,9,3,11-20
270,109,9,3,21-30
292,83,9,4,21-30
231,114,12,3,11-20
474,214,12,3,31-40
268,94,8,3,21-30
268,78,12,3,1-10
176,80,10,3,21-30
338,112,10,3,41-50
232,79,11,3,1-10
257,54,10,3,21-30
655,326,11,4,11-20
196,83,8,3,31-40
520,159,18,4,21-30
212,80,10,3,11-20
354,97,10,3,21-30
395,90,9,3,1-10
180,82,9,3,21-30
285,134,15,3,1-10
479,149,9,3,11-20
18,18,14,5,11-20
341,123,9,3,11-20
258,122,10,3,41-50
867,249,12,4,11-20
334,78,10,3,31-40
406,135,11,3,11-20
209,83,11,3,21-30
411,198,13,4,21-30
562,161,10,3,1-10
338,74,7,3,1-10
284,99,10,4,11-20
462,191,13,3,11-20
345,97,13,3,31-40
322,140,10,3,1-10
176,55,9,4,11-20
218,92,11,4,1-10
371,94,9,3,11-20
197,114,9,3,21-30
207,76,9,4,11-20
337,135,12,3,1-10
224,78,8,4,41-50
393,121,13,4,21-30
325,105,9,3,1-10
734,281,14,3,31-40
689,117,9,4,41-50
682,248,16,3,31-40
251,127,8,3,1-10
270,97,8,3,31-40
855,307,16,4,1-10
285,122,14,4,31-40
253,61,10,3,21-30
530,139,13,3,1-10
281,100,10,3,21-30
294,101,10,4,21-30
203,117,12,3,11-20
336,119,10,3,1-10
261,99,17,4,31-40
402,173,10,3,41-50
767,336,17,4,1-10
767,336,17,4,1-10
274,83,11,3,41-50
863,289,15,3,1-10
271,88,13,3,1-10
286,106,8,3,1-10
677,298,12,3,31-40
428,153,10,3,11-20
402,199,14,4,1-10
210,96,9,4,31-40
361,103,9,4,31-40
324,136,12,3,31-40
167,71,11,4,41-50
313,88,9,4,21-30
208,107,10,4,1-10
208,67,9,4,31-40
393,137,10,3,21-30
408,120,12,3,41-50
220,90,9,4,31-40
279,99,9,3,11-20
359,98,9,4,1-10
278,65,7,3,21-30
306,101,10,4,1-10
267,69,12,4,31-40
366,132,10,4,1-10
136,78,10,3,1-10
695,221,18,3,11-20
297,114,12,3,31-40
308,78,9,3,21-30
193,62,11,3,31-40
293,84,12,3,11-20
518,242,13,3,11-20
610,280,13,4,11-20
713,287,13,3,1-10
807,199,13,4,31-40
807,199,13,4,41-50
571,161,10,3,21-30
866,284,13,3,1-10
507,105,14,3,1-10
287,105,11,4,21-30
576,238,11,3,31-40
147,93,9,4,31-40
506,129,12,4,1-10
225,92,12,3,1-10
311,86,13,3,1-10
270,110,10,4,31-40
303,189,11,3,41-50
531,119,10,3,41-50
420,107,11,3,1-10
459,194,15,4,1-10
567,230,19,4,1-10
233,75,9,3,11-20
314,97,10,3,31-40
281,103,8,3,1-10
139,38,8,3,31-40
127,62,8,3,1-10
328,95,18,3,1-10
159,34,8,4,41-50
749,205,12,3,41-50
279,87,13,3,21-30
234,68,9,4,1-10
660,168,12,3,31-40
292,136,14,4,31-40
264,82,11,3,11-20
333,131,10,3,11-20
194,90,14,3,41-50
899,354,14,4,21-30
617,232,10,3,11-20
199,81,11,4,41-50
273,102,11,3,41-50
499,239,12,4,31-40
436,130,9,3,1-10
461,204,12,3,1-10
543,101,12,3,11-20
300,108,9,3,1-10
200,64,10,3,31-40
470,136,10,3,1-10
67,46,7,3,1-10
383,113,10,4,1-10
559,168,12,3,11-20
307,107,11,3,21-30
307,122,9,3,1-10
206,50,9,3,11-20
241,79,11,3,11-20
18,18,14,5,21-30
258,123,10,3,21-30
199,63,11,3,41-50
270,89,11,3,21-30
765,237,13,3,31-40
353,147,11,3,1-10
288,116,11,3,31-40
359,128,18,3,1-10
326,164,11,4,31-40
252,105,12,3,1-10
238,108,10,3,11-20
875,237,11,3,1-10
115,61,7,3,11-20
214,83,12,4,31-40
162,81,9,3,21-30
331,95,13,3,1-10
247,82,9,3,1-10
163,102,8,3,41-50
398,107,10,3,21-30
217,108,10,4,11-20
257,62,11,3,31-40
192,78,10,3,1-10
264,75,10,3,1-10
223,90,9,3,11-20
406,91,11,3,11-20
522,144,13,4,11-20
170,82,10,4,11-20
248,96,11,4,41-50
809,351,13,4,41-50
440,200,12,3,11-20
282,85,8,3,1-10
758,340,13,4,1-10
199,67,9,3,21-30
561,259,13,3,21-30
259,100,13,3,1-10
286,80,9,3,1-10
184,80,9,3,41-50
232,61,7,3,21-30
323,102,8,3,21-30
287,105,8,3,1-10
262,76,10,3,1-10
262,76,10,3,1-10
436,198,13,4,1-10
18,18,14,5,11-20
336,149,14,3,31-40
272,97,12,4,11-20
314,147,11,4,31-40
321,80,10,3,31-40
262,71,9,3,1-10
223,90,10,3,1-10
365,108,10,3,11-20
272,118,9,3,21-30
292,116,9,3,21-30
224,133,12,4,11-20
241,93,10,4,1-10
354,65,9,3,11-20
331,77,11,3,31-40
339,122,12,4,1-10
450,91,11,3,11-20
178,80,10,4,41-50
239,99,11,4,31-40
171,99,12,4,31-40
321,57,8,4,11-20
598,247,11,3,1-10
877,202,10,3,11-20
394,69,8,3,21-30
316,144,10,3,41-50
356,149,18,3,31-40
870,331,13,4,11-20
149,96,9,3,31-40
399,88,12,3,1-10
310,152,10,3,11-20
242,96,10,3,31-40
206,63,9,3,1-10
365,128,10,3,41-50
402,146,11,3,31-40
385,153,13,3,41-50
93,66,10,4,1-10
127,61,10,4,1-10
18,18,14,5,1-10
251,79,11,3,11-20
290,115,10,4,21-30
334,74,8,3,11-20
291,117,9,3,1-10
376,86,10,3,31-40
319,63,8,3,11-20
205,76,10,3,31-40
592,256,14,4,21-30
1171,272,11,4,21-30
374,91,8,3,11-20
288,70,9,4,21-30
286,115,9,3,31-40
333,143,11,3,1-10
167,91,11,4,31-40
309,78,10,3,21-30
230,139,12,3,31-40
311,170,24,4,1-10
329,99,9,3,1-10
147,76,8,3,1-10
303,103,9,3,1-10
372,119,12,4,11-20
287,109,14,4,1-10
217,111,11,3,1-10
494,175,9,3,41-50
303,108,8,3,21-30
255,120,12,4,31-40
48,6,5,3,21-30
262,111,11,3,1-10
18,18,14,5,21-30
308,102,10,3,11-20
413,250,16,4,11-20
408,248,13,4,11-20
323,121,11,4,1-10
145,86,10,4,11-20
371,135,10,3,11-20
297,133,12,4,11-20
831,273,14,3,31-40
169,77,9,3,11-20
273,135,10,4,11-20
328,86,9,3,31-40
243,75,11,3,11-20
493,148,11,3,31-40
236,82,12,3,1-10
612,106,11,3,11-20
149,94,13,3,1-10
269,106,12,3,21-30
247,67,10,3,21-30
702,269,13,3,1-10
771,210,11,3,21-30
135,74,10,3,41-50
603,218,10,4,11-20
506,104,9,3,1-10
366,88,8,3,21-30
317,120,10,4,1-10
93,63,9,4,41-50
136,77,12,3,21-30
405,114,9,4,11-20
140,78,12,3,31-40
18,18,14,5,21-30
171,69,13,4,1-10
876,269,13,3,1-10
325,103,10,4,1-10
166,100,10,4,11-20
233,94,13,4,41-50
288,169,13,3,1-10
842,234,13,3,1-10
279,105,9,3,1-10
294,100,10,4,1-10
294,100,10,4,41-50
292,76,10,4,41-50
276,103,10,3,41-50
254,108,13,4,21-30
188,107,10,4,11-20
102,29,9,4,41-50
319,112,9,4,1-10
282,114,14,4,1-10
400,129,12,3,41-50
515,145,13,4,21-30
147,88,12,3,1-10
422,113,10,3,1-10
249,108,9,4,31-40
604,159,10,3,31-40
185,66,29,5,11-20
821,257,13,4,31-40
189,36,9,3,11-20
568,136,10,3,1-10
308,95,11,3,1-10
319,116,11,4,31-40
305,155,10,3,21-30
150,85,11,4,31-40
909,358,15,3,41-50
907,360,15,4,11-20
909,358,15,3,41-50
412,101,10,3,1-10
18,18,14,5,1-10
688,232,13,3,21-30
442,191,15,4,41-50
235,74,10,3,1-10
435,127,11,3,1-10
582,130,11,3,1-10
761,171,12,4,31-40
244,126,13,3,11-20
244,126,13,3,1-10
882,277,12,3,21-30
190,105,12,4,11-20
551,214,13,4,21-30
948,247,12,4,11-20
405,113,11,3,1-10
266,111,11,4,1-10
281,130,10,3,1-10
402,191,10,3,1-10
403,134,10,4,11-20
198,70,11,4,21-30
394,192,15,3,1-10
373,142,10,3,1-10
883,332,13,4,41-50
249,132,11,3,21-30
273,70,11,4,11-20
216,106,12,4,31-40
345,196,13,4,1-10
159,71,10,4,41-50
439,115,10,4,1-10
262,93,10,4,41-50
266,94,10,3,21-30
396,131,13,3,11-20
217,96,11,4,1-10
169,78,11,3,21-30
116,57,9,4,21-30
220,62,11,4,11-20
1,1,0,0,41-50
258,90,11,4,11-20
327,117,10,3,1-10
472,168,10,3,1-10
268,75,12,4,1-10
335,91,8,3,1-10
319,133,10,3,1-10
296,107,10,4,21-30
34,30,11,3,11-20
118,66,11,3,1-10
134,58,9,4,31-40
301,104,10,3,1-10
551,131,14,3,21-30
171,83,12,3,11-20
965,354,11,4,1-10
393,136,12,3,11-20
18,18,14,5,21-30
303,136,11,4,1-10
340,97,11,3,41-50
283,129,12,4,1-10
277,143,11,3,41-50
82,52,8,3,1-10
649,235,12,3,41-50
632,203,11,4,41-50
636,166,10,3,1-10
189,72,9,3,11-20
437,142,10,3,11-20
294,106,14,3,11-20
243,108,11,4,31-40
682,257,15,4,1-10
18,18,14,5,41-50
237,68,11,4,11-20
927,345,13,3,31-40
639,298,11,4,11-20
176,120,13,4,31-40
176,120,13,4,41-50
639,298,11,4,11-20
553,260,12,3,1-10
187,76,7,3,31-40
239,102,10,3,41-50
274,57,8,3,31-40
183,58,9,3,1-10
275,62,15,4,1-10
314,66,10,4,11-20
292,95,9,4,21-30
292,95,9,4,41-50
218,57,8,3,1-10
336,96,10,3,11-20
392,109,10,3,1-10
186,99,9,4,1-10
749,360,14,4,21-30
689,259,14,4,21-30
376,80,11,3,1-10
951,298,13,3,21-30
212,63,8,3,1-10
206,67,9,3,21-30
301,77,9,4,1-10
428,203,13,4,1-10
265,90,11,4,21-30
497,115,12,4,11-20
479,111,17,4,1-10
193,83,11,4,11-20
158,85,8,3,1-10
649,100,9,3,1-10
180,99,12,3,21-30
283,94,10,3,1-10
231,85,10,3,31-40
255,115,10,3,11-20
191,96,11,3,41-50
554,169,13,4,31-40
677,231,11,3,21-30
582,223,10,3,21-30
1,1,0,0,31-40
761,270,12,4,21-30
259,122,10,4,11-20
301,97,10,3,1-10
380,117,10,4,31-40
147,56,11,3,11-20
693,300,12,4,31-40
769,210,10,3,1-10
523,136,10,3,41-50
559,193,13,3,21-30
260,95,12,4,21-30
135,85,10,4,21-30
654,172,11,3,11-20
367,125,13,4,11-20
200,103,11,3,11-20
393,100,9,3,11-20
372,112,11,3,1-10
529,228,16,4,21-30
529,228,16,4,21-30
317,118,9,3,41-50
186,46,10,3,41-50
249,94,10,3,21-30
1,1,0,0,1-10
629,183,17,3,11-20
324,124,15,4,31-40
283,118,10,4,41-50
258,84,9,3,11-20
205,21,9,3,31-40
626,136,9,3,1-10
286,131,9,3,31-40
236,91,11,4,21-30
110,58,9,4,21-30
303,101,14,4,31-40
300,134,10,3,21-30
304,135,10,3,1-10
257,57,14,3,21-30
225,87,9,3,21-30
227,110,9,4,11-20
258,91,14,4,31-40
635,188,9,3,31-40
270,107,11,3,21-30
534,123,10,3,21-30
429,149,11,4,21-30
495,157,10,3,41-50
230,89,9,3,41-50
260,138,13,4,41-50
313,102,11,4,31-40
288,108,12,4,31-40
283,112,10,3,1-10
351,169,12,4,21-30
351,169,12,4,21-30
157,61,12,4,31-40
232,78,11,3,11-20
588,239,13,3,31-40
268,91,9,3,41-50
397,79,8,3,1-10
261,81,9,4,1-10
247,115,12,4,41-50
542,135,14,3,1-10
550,248,12,3,41-50
334,126,11,4,11-20
600,215,11,3,1-10
539,131,10,3,11-20
432,108,10,3,1-10
235,66,9,4,31-40
307,77,11,3,41-50
228,128,11,4,31-40
171,66,9,4,11-20
337,88,8,3,1-10
730,223,14,3,1-10
291,57,20,4,11-20
723,246,11,3,31-40
406,53,8,3,11-20
444,48,8,3,1-10
320,56,20,4,11-20
181,95,11,3,1-10
306,157,12,3,21-30
344,131,9,4,31-40
648,345,12,4,11-20
211,85,10,4,1-10
236,100,9,3,11-20
455,96,10,3,11-20
262,82,8,3,11-20
722,266,11,4,21-30
197,64,8,3,1-10
381,119,12,3,31-40
921,220,12,3,1-10
702,174,11,3,31-40
734,224,11,3,11-20
511,147,10,4,11-20
230,96,12,3,21-30
341,116,12,4,1-10
502,92,9,3,31-40
307,104,10,4,1-10
286,85,8,3,31-40
387,83,10,3,1-10
492,246,11,3,31-40
166,92,11,4,1-10
290,130,16,4,1-10
854,246,12,3,41-50
18,18,14,5,11-20
217,78,10,4,31-40
225,63,12,4,1-10
172,52,9,4,31-40
126,42,11,4,21-30
18,18,14,5,11-20
473,136,11,3,11-20
216,67,11,3,21-30
269,108,12,4,31-40
417,101,10,3,1-10
345,145,12,4,21-30
509,146,10,3,21-30
225,92,9,4,31-40
606,164,11,4,11-20
677,193,28,3,21-30
884,300,12,4,21-30
378,110,13,4,31-40
256,112,11,3,1-10
394,115,11,4,1-10
1541,608,16,4,1-10
3035,680,13,3,31-40
373,184,11,4,1-10
282,75,10,3,41-50
381,154,13,3,1-10
341,93,33,3,1-10
225,67,9,3,1-10
239,82,10,3,41-50
537,252,17,4,31-40
589,187,12,3,11-20
485,133,9,3,11-20
285,93,11,4,1-10
506,123,10,3,41-50
205,57,8,3,31-40
303,109,9,3,31-40
207,106,10,3,21-30
322,72,9,3,1-10
425,131,12,3,1-10
495,111,11,3,41-50
193,60,9,3,11-20
223,99,10,3,1-10
726,333,13,4,41-50
249,65,11,3,1-10
335,115,9,3,31-40
283,68,8,3,11-20
302,136,11,3,21-30
231,78,9,3,11-20
231,50,14,4,11-20
305,109,8,4,41-50
597,275,12,3,11-20
245,122,12,4,41-50
282,125,11,4,1-10
334,122,12,4,21-30
369,108,8,3,41-50
397,103,12,3,1-10
320,139,9,3,31-40
266,128,12,3,11-20
718,142,9,3,31-40
18,18,14,5,1-10
253,107,13,4,21-30
371,147,10,3,21-30
342,131,14,4,41-50
256,96,11,4,11-20
250,106,12,3,21-30
552,251,11,3,1-10
552,251,11,3,1-10
307,106,9,3,1-10
566,130,10,3,11-20
212,40,9,3,1-10
331,108,9,3,1-10
142,69,8,3,41-50
467,159,12,3,11-20
479,203,12,3,21-30
180,74,9,4,31-40
18,18,14,5,1-10
194,99,13,4,21-30
237,90,9,4,41-50
322,118,10,3,11-20
976,320,11,3,31-40
151,58,11,4,11-20
502,125,10,3,1-10
193,70,10,3,31-40
317,110,11,4,31-40
517,133,13,4,1-10
213,100,10,4,1-10
268,85,9,4,41-50
301,66,9,4,31-40
430,118,9,3,1-10
108,54,10,4,1-10
166,98,8,3,31-40
363,111,10,3,31-40
432,86,10,3,1-10
390,62,9,2,1-10
352,82,10,3,1-10
235,110,9,3,31-40
185,80,11,4,31-40
342,109,11,3,1-10
389,109,13,3,1-10
586,249,13,3,31-40
607,148,10,3,1-10
367,238,14,3,1-10
716,187,13,3,41-50
264,72,7,3,1-10
274,108,9,4,31-40
1003,278,14,3,1-10
212,123,14,3,31-40
1011,316,14,4,1-10
499,214,14,3,41-50
452,114,13,4,1-10
466,214,14,3,31-40
551,297,13,4,1-10
274,93,9,3,41-50
292,109,11,3,41-50
230,77,10,3,21-30
469,99,9,3,31-40
380,121,12,3,1-10
199,79,9,3,1-10
198,66,10,3,1-10
509,113,9,3,41-50
217,68,9,3,41-50
545,105,10,3,1-10
18,17,14,5,41-50
536,106,15,3,1-10
572,189,9,3,1-10
482,156,12,3,31-40
466,143,9,3,21-30
853,211,11,3,1-10
226,77,12,3,41-50
275,95,13,4,31-40
421,192,12,3,11-20
377,150,11,3,11-20
263,124,10,3,11-20
357,105,13,3,21-30
264,69,9,3,31-40
262,91,9,3,41-50
296,68,10,4,1-10
412,94,10,3,1-10
271,126,10,4,31-40
262,113,19,4,11-20
210,114,9,3,21-30
421,147,14,4,11-20
164,75,9,3,11-20
236,69,11,4,1-10
474,137,36,4,11-20
344,145,12,3,11-20
296,113,10,4,11-20
259,97,10,3,21-30
158,56,10,4,1-10
348,84,16,4,1-10
655,135,9,3,1-10
473,92,10,4,11-20
339,131,13,4,1-10
358,76,9,3,21-30
322,111,8,4,1-10
241,90,11,3,1-10
279,87,9,4,1-10
254,77,9,3,1-10
675,221,12,3,21-30
215,94,9,3,21-30
615,137,11,3,1-10
245,74,10,4,11-20
342,120,10,3,1-10
374,118,11,3,1-10
90,63,11,4,41-50
181,96,11,4,21-30
233,77,18,4,41-50
388,126,18,3,21-30
584,214,12,4,1-10
668,220,11,3,41-50
290,157,14,3,21-30
199,75,10,3,1-10
392,168,12,3,11-20
294,101,8,3,1-10
325,111,8,3,31-40
140,79,9,3,41-50
279,127,9,3,41-50
367,122,13,3,1-10
500,130,13,3,21-30
497,197,11,4,11-20
293,76,11,4,21-30
407,125,13,4,1-10
354,142,10,3,1-10
276,121,11,3,41-50
407,113,9,3,31-40
407,113,9,3,21-30
489,229,10,3,11-20
489,229,10,3,21-30
489,229,10,3,1-10
293,115,13,4,11-20
408,157,15,5,21-30
314,141,13,3,11-20
584,105,9,3,1-10
161,89,12,3,11-20
328,95,14,3,1-10
304,106,10,3,11-20
267,75,10,3,1-10
666,195,11,4,1-10
1,1,12,12,21-30
261,100,13,3,31-40
131,64,8,3,21-30
227,99,9,3,21-30
300,101,9,4,11-20
192,97,8,3,11-20
186,113,10,3,21-30
1,1,12,12,31-40
387,129,11,4,1-10
475,114,25,4,1-10
423,186,12,3,21-30
282,111,13,3,1-10
403,89,9,3,1-10
601,227,11,3,31-40
249,129,10,3,21-30
582,166,11,4,1-10
362,101,9,4,11-20
291,93,9,3,11-20
735,203,21,4,1-10
222,97,8,3,31-40
151,60,10,4,1-10
193,80,9,3,11-20
675,193,10,3,1-10
375,150,10,3,21-30
618,279,13,4,1-10
18,18,14,5,1-10
269,96,9,3,31-40
118,45,10,3,11-20
486,207,11,3,1-10
270,121,10,4,31-40
279,116,10,3,1-10
580,185,13,4,11-20
385,121,10,3,41-50
1190,234,12,4,1-10
281,134,10,4,31-40
284,132,10,4,1-10
641,173,15,4,21-30
553,261,13,4,11-20
185,79,11,4,21-30
226,116,11,3,21-30
227,77,12,3,41-50
367,102,8,3,11-20
87,59,8,4,41-50
341,87,11,3,21-30
232,80,9,3,1-10
296,120,12,3,31-40
155,82,11,3,1-10
483,100,9,3,1-10
233,89,10,3,1-10
18,18,14,5,11-20
563,84,10,3,1-10
421,186,12,4,31-40
246,85,17,3,11-20
18,18,14,5,1-10
241,101,9,3,11-20
200,72,16,4,11-20
171,96,9,3,1-10
1,1,14,14,1-10
131,74,12,3,21-30
162,59,11,3,1-10
311,90,8,3,1-10
139,45,9,3,11-20
209,72,11,3,1-10
643,192,13,4,1-10
606,207,12,3,11-20
575,272,16,4,11-20
334,164,13,3,1-10
383,80,8,3,11-20
314,95,10,3,41-50
272,116,13,4,11-20
271,101,9,4,31-40
197,110,11,3,41-50
224,105,9,3,1-10
240,79,8,3,1-10
802,253,12,4,21-30
180,91,12,4,1-10
649,272,11,3,1-10
626,224,9,4,21-30
341,117,10,4,21-30
217,108,13,4,41-50
246,112,12,5,21-30
198,100,11,4,31-40
268,109,8,3,11-20
235,76,10,3,31-40
205,105,9,3,11-20
239,96,9,3,1-10
287,89,9,3,41-50
170,77,11,3,1-10
410,95,7,3,31-40
116,37,9,3,11-20
305,77,10,3,11-20
198,93,9,4,41-50
225,103,8,3,1-10
289,81,10,4,1-10
329,79,11,3,11-20
227,99,10,3,21-30
608,198,9,3,1-10
716,156,10,3,1-10
148,93,18,4,11-20
550,118,12,3,31-40
510,103,12,3,21-30
510,103,12,3,11-20
548,178,10,3,21-30
229,80,14,3,1-10
541,76,13,3,21-30
308,62,7,3,41-50
376,119,12,3,1-10
207,83,10,3,1-10
319,81,8,3,41-50
776,138,11,3,1-10
18,18,14,5,1-10
142,54,11,4,1-10
144,52,12,3,11-20
597,207,15,4,21-30
283,92,11,3,31-40
331,72,11,3,21-30
231,81,8,3,41-50
356,93,9,3,1-10
320,66,9,3,11-20
311,102,12,3,1-10
173,70,8,3,21-30
158,96,11,4,1-10
295,110,10,4,31-40
409,111,10,3,31-40
528,129,12,4,31-40
253,75,9,4,1-10
211,91,14,5,11-20
270,107,9,3,1-10
692,273,13,3,1-10
582,103,10,3,11-20
18,18,14,5,1-10
328,103,11,3,11-20
124,27,8,3,1-10
116,26,8,3,31-40
284,87,9,4,1-10
146,60,10,4,31-40
236,84,13,4,1-10
294,97,10,3,1-10
307,121,20,4,31-40
1066,413,15,3,21-30
320,96,9,3,1-10
284,80,11,4,1-10
164,87,10,4,11-20
18,18,14,5,41-50
295,146,9,3,1-10
414,106,10,4,1-10
220,87,10,4,11-20
338,116,10,4,21-30
186,70,8,3,31-40
168,78,9,3,31-40
349,103,15,3,1-10
393,142,11,3,1-10
408,119,10,3,21-30
375,97,11,4,1-10
246,63,7,3,41-50
465,198,12,3,1-10
139,78,11,4,21-30
306,85,13,3,11-20
293,108,10,3,41-50
275,84,10,3,21-30
204,67,8,3,41-50
215,84,10,3,21-30
18,18,14,5,1-10
234,50,9,3,1-10
213,75,9,3,31-40
517,166,11,3,21-30
508,123,12,4,1-10
364,148,10,4,1-10
432,92,12,3,21-30
334,121,11,4,1-10
202,85,10,3,1-10
232,88,9,4,1-10
372,112,10,3,21-30
306,90,10,3,31-40
18,18,14,5,11-20
534,265,10,4,21-30
308,84,10,3,21-30
288,108,11,3,1-10
353,118,9,3,1-10
375,106,9,3,21-30
278,74,9,3,1-10
218,78,22,4,21-30
246,98,11,3,31-40
240,103,9,3,41-50
100,55,9,3,21-30
249,68,9,3,11-20
258,122,11,4,21-30
233,105,12,4,21-30
243,70,9,3,41-50
131,55,9,4,1-10
253,73,10,3,21-30
623,132,11,3,11-20
209,77,12,3,41-50
436,148,13,4,1-10
216,98,9,3,1-10
653,166,9,3,1-10
328,77,13,4,1-10
198,74,8,4,1-10
244,99,9,3,11-20
474,182,18,3,11-20
379,90,18,3,1-10
679,100,13,3,1-10
246,100,10,4,41-50
378,112,12,3,21-30
153,91,8,3,41-50
151,42,10,3,11-20
224,98,10,4,11-20
660,195,10,4,41-50
168,94,11,3,21-30
389,94,9,4,1-10
617,150,12,4,1-10
564,109,13,3,1-10
230,71,7,3,1-10
763,273,12,3,1-10
759,241,12,3,11-20
956,284,11,3,1-10
303,104,9,3,1-10
174,63,10,4,21-30
405,91,11,3,1-10
160,98,9,4,1-10
209,66,10,3,21-30
399,102,11,3,21-30
162,91,10,3,1-10
157,75,9,4,41-50
320,107,10,3,31-40
268,87,10,3,1-10
135,55,9,3,11-20
295,95,10,3,31-40
235,74,10,4,1-10
235,93,10,3,41-50
623,188,10,3,1-10
742,243,15,4,1-10
427,131,14,3,11-20
434,152,10,3,1-10
264,102,10,3,21-30
475,131,9,3,11-20
239,74,11,4,1-10
282,81,11,3,1-10
307,132,10,4,31-40
137,70,8,3,41-50
135,73,10,3,1-10
656,180,11,3,21-30
277,96,8,3,11-20
414,175,11,3,11-20
380,105,9,3,21-30
277,103,8,3,41-50
232,91,11,3,21-30
264,76,10,4,41-50
214,76,8,3,1-10
419,171,10,3,41-50
443,207,11,3,1-10
320,120,11,3,1-10
305,134,12,4,11-20
396,143,8,3,21-30
357,88,12,3,1-10
364,147,10,4,41-50
134,55,9,3,21-30
214,71,12,4,21-30
233,77,11,4,1-10
303,76,11,3,1-10
307,105,14,3,21-30
300,118,17,4,21-30
319,132,12,4,31-40
213,71,10,3,21-30
434,97,13,3,41-50
284,96,12,4,21-30
224,71,9,3,41-50
242,71,9,3,1-10
196,90,9,4,21-30
195,86,9,3,31-40
193,66,11,4,21-30
380,109,10,3,41-50
138,61,10,3,1-10
295,93,8,3,1-10
335,88,11,3,21-30
186,73,11,4,11-20
281,123,15,3,31-40
246,120,18,3,41-50
210,70,11,4,41-50
395,132,10,4,31-40
236,95,11,4,41-50
227,100,12,3,41-50
272,48,8,3,11-20
383,113,9,3,41-50
209,73,10,3,31-40
381,114,11,3,31-40
255,65,9,3,1-10
146,42,8,4,1-10
269,108,12,4,21-30
235,85,11,4,21-30
682,259,15,4,1-10
149,61,8,3,41-50
239,57,10,4,11-20
239,57,10,4,11-20
896,207,12,3,1-10
448,171,17,3,21-30
448,171,17,3,21-30
865,194,12,3,11-20
217,83,11,3,41-50
225,103,11,4,31-40
160,79,10,3,11-20
269,72,9,3,41-50
322,105,12,3,41-50
259,108,9,4,1-10
212,105,10,3,11-20
338,106,11,4,31-40
364,132,10,3,41-50
709,214,11,4,1-10
260,73,9,3,1-10
300,67,10,4,41-50
394,146,10,3,11-20
202,95,9,3,41-50
201,80,10,3,21-30
277,105,11,3,21-30
277,105,11,3,1-10
372,89,11,3,1-10
234,93,9,3,1-10
238,103,9,3,1-10
596,202,10,3,1-10
292,89,10,3,31-40
593,159,10,4,1-10
261,127,10,3,11-20
234,84,10,3,1-10
355,120,29,3,41-50
350,79,11,3,1-10
430,111,18,3,11-20
423,87,10,3,11-20
490,230,14,3,11-20
32,28,14,4,11-20
294,105,9,3,31-40
247,150,10,4,1-10
242,107,15,3,1-10
470,157,11,3,41-50
316,141,11,4,1-10
257,131,11,3,1-10
208,92,9,3,41-50
237,75,8,4,31-40
286,80,10,4,1-10
1,1,12,12,11-20
367,74,9,3,41-50
287,98,13,4,41-50
222,103,11,3,31-40
282,97,10,4,21-30
282,98,27,4,1-10
98,40,9,3,21-30
281,84,9,3,1-10
230,63,11,4,41-50
296,111,10,4,31-40
327,102,10,4,11-20
414,172,9,3,11-20
414,118,12,4,41-50
826,350,13,4,11-20
445,116,15,4,11-20
647,122,11,3,1-10
280,104,10,3,31-40
163,106,10,4,31-40
182,75,10,4,1-10
231,105,12,4,11-20
277,124,10,3,11-20
604,261,11,4,21-30
306,99,9,3,1-10
397,96,10,3,21-30
426,107,8,3,41-50
652,327,12,4,31-40
374,151,8,3,1-10
18,18,14,5,11-20
325,149,11,4,41-50
284,103,14,4,31-40
220,91,8,3,1-10
250,85,11,3,1-10
640,255,13,4,1-10
190,93,10,3,41-50
731,337,11,3,31-40
203,86,12,3,31-40
275,119,12,4,1-10
140,76,11,4,1-10
268,82,9,3,41-50
